dateTime,dateTime,Flow,Flow [m^3/day]
1991-05-02,1991-05-02,268.0,655683.44
1991-05-03,1991-05-03,278.0,680149.24
1991-05-04,1991-05-04,294.0,719294.52
1991-05-05,1991-05-05,321.0,785352.1799999999
1991-05-06,1991-05-06,346.0,846516.6799999999
1991-05-07,1991-05-07,362.0,885661.96
1991-05-08,1991-05-08,437.0,1069155.46
1991-05-09,1991-05-09,391.0,956612.78
1991-05-10,1991-05-10,354.0,866089.32
1991-05-11,1991-05-11,350.0,856303.0
1991-05-12,1991-05-12,373.0,912574.34
1991-05-13,1991-05-13,390.0,954166.2
1991-05-14,1991-05-14,387.0,946826.46
1991-05-15,1991-05-15,378.0,924807.24
1991-05-16,1991-05-16,384.0,939486.72
1991-05-17,1991-05-17,406.0,993311.48
1991-05-18,1991-05-18,429.0,1049582.82
1991-05-19,1991-05-19,482.0,1179251.56
1991-05-20,1991-05-20,592.0,1448375.3599999999
1991-05-21,1991-05-21,700.0,1712606.0
1991-05-22,1991-05-22,687.0,1680800.46
1991-05-23,1991-05-23,625.0,1529112.5
1991-05-24,1991-05-24,570.0,1394550.5999999999
1991-05-25,1991-05-25,528.0,1291794.24
1991-05-26,1991-05-26,463.0,1132766.54
1991-05-27,1991-05-27,415.0,1015330.7
1991-05-28,1991-05-28,414.0,1012884.12
1991-05-29,1991-05-29,440.0,1076495.2
1991-05-30,1991-05-30,431.0,1054475.98
1991-05-31,1991-05-31,395.0,966399.1
1991-06-01,1991-06-01,428.0,1047136.24
1991-06-02,1991-06-02,518.0,1267328.44
1991-06-03,1991-06-03,520.0,1272221.5999999999
1991-06-04,1991-06-04,456.0,1115640.48
1991-06-05,1991-06-05,410.0,1003097.7999999999
1991-06-06,1991-06-06,396.0,968845.6799999999
1991-06-07,1991-06-07,449.0,1098514.42
1991-06-08,1991-06-08,466.0,1140106.28
1991-06-09,1991-06-09,476.0,1164572.08
1991-06-10,1991-06-10,528.0,1291794.24
1991-06-11,1991-06-11,669.0,1636762.02
1991-06-12,1991-06-12,565.0,1382317.7
1991-06-13,1991-06-13,457.0,1118087.06
1991-06-14,1991-06-14,388.0,949273.0399999999
1991-06-15,1991-06-15,350.0,856303.0
1991-06-16,1991-06-16,328.0,802478.24
1991-06-17,1991-06-17,306.0,748653.48
1991-06-18,1991-06-18,308.0,753546.64
1991-06-19,1991-06-19,347.0,848963.26
1991-06-20,1991-06-20,504.0,1233076.32
1991-06-21,1991-06-21,519.0,1269775.02
1991-06-22,1991-06-22,459.0,1122980.22
1991-06-23,1991-06-23,417.0,1020223.86
1991-06-24,1991-06-24,411.0,1005544.38
1991-06-25,1991-06-25,404.0,988418.32
1991-06-26,1991-06-26,394.0,963952.52
1991-06-27,1991-06-27,401.0,981078.58
1991-06-28,1991-06-28,450.0,1100961.0
1991-06-29,1991-06-29,472.0,1154785.76
1991-06-30,1991-06-30,439.0,1074048.6199999999
1991-07-01,1991-07-01,434.0,1061815.72
1991-07-02,1991-07-02,480.0,1174358.4
1991-07-03,1991-07-03,560.0,1370084.8
1991-07-04,1991-07-04,576.0,1409230.08
1991-07-05,1991-07-05,483.0,1181698.14
1991-07-06,1991-07-06,416.0,1017777.28
1991-07-07,1991-07-07,366.0,895448.28
1991-07-08,1991-07-08,356.0,870982.48
1991-07-09,1991-07-09,351.0,858749.58
1991-07-10,1991-07-10,339.0,829390.62
1991-07-11,1991-07-11,327.0,800031.66
1991-07-12,1991-07-12,314.0,768226.12
1991-07-13,1991-07-13,324.0,792691.9199999999
1991-07-14,1991-07-14,288.0,704615.04
1991-07-15,1991-07-15,263.0,643450.54
1991-07-16,1991-07-16,246.0,601858.6799999999
1991-07-17,1991-07-17,237.0,579839.46
1991-07-18,1991-07-18,222.0,543140.76
1991-07-19,1991-07-19,214.0,523568.12
1991-07-20,1991-07-20,206.0,503995.48
1991-07-21,1991-07-21,200.0,489316.0
1991-07-22,1991-07-22,196.0,479529.68
1991-07-23,1991-07-23,189.0,462403.62
1991-07-24,1991-07-24,188.0,459957.04
1991-07-25,1991-07-25,190.0,464850.2
1991-07-26,1991-07-26,175.0,428151.5
1991-07-27,1991-07-27,161.0,393899.38
1991-07-28,1991-07-28,153.0,374326.74
1991-07-29,1991-07-29,144.0,352307.52
1991-07-30,1991-07-30,139.0,340074.62
1991-07-31,1991-07-31,132.0,322948.56
1991-08-01,1991-08-01,126.0,308269.08
1991-08-02,1991-08-02,122.0,298482.76
1991-08-03,1991-08-03,118.0,288696.44
1991-08-04,1991-08-04,114.0,278910.12
1991-08-05,1991-08-05,110.0,269123.8
1991-08-06,1991-08-06,112.0,274016.95999999996
1991-08-07,1991-08-07,108.0,264230.64
1991-08-08,1991-08-08,102.0,249551.16
1991-08-09,1991-08-09,98.0,239764.84
1991-08-10,1991-08-10,97.0,237318.25999999998
1991-08-11,1991-08-11,93.0,227531.94
1991-08-12,1991-08-12,90.0,220192.19999999998
1991-08-13,1991-08-13,87.0,212852.46
1991-08-14,1991-08-14,85.0,207959.3
1991-08-15,1991-08-15,83.0,203066.13999999998
1991-08-16,1991-08-16,82.0,200619.56
1991-08-17,1991-08-17,81.0,198172.97999999998
1991-08-18,1991-08-18,95.0,232425.1
1991-08-19,1991-08-19,86.0,210405.88
1991-08-20,1991-08-20,80.0,195726.4
1991-08-21,1991-08-21,76.0,185940.08
1991-08-22,1991-08-22,74.0,181046.91999999998
1991-08-23,1991-08-23,70.0,171260.6
1991-08-24,1991-08-24,68.0,166367.44
1991-08-25,1991-08-25,66.0,161474.28
1991-08-26,1991-08-26,64.0,156581.12
1991-08-27,1991-08-27,65.0,159027.69999999998
1991-08-28,1991-08-28,69.0,168814.02
1991-08-29,1991-08-29,89.0,217745.62
1991-08-30,1991-08-30,100.0,244658.0
1991-08-31,1991-08-31,86.0,210405.88
1991-09-01,1991-09-01,83.0,203066.13999999998
1991-09-02,1991-09-02,79.0,193279.82
1991-09-03,1991-09-03,74.0,181046.91999999998
1991-09-04,1991-09-04,69.0,168814.02
1991-09-05,1991-09-05,65.0,159027.69999999998
1991-09-06,1991-09-06,62.0,151687.96
1991-09-07,1991-09-07,63.0,154134.54
1991-09-08,1991-09-08,60.0,146794.8
1991-09-09,1991-09-09,58.0,141901.63999999998
1991-09-10,1991-09-10,58.0,141901.63999999998
1991-09-11,1991-09-11,57.0,139455.06
1991-09-12,1991-09-12,56.0,137008.47999999998
1991-09-13,1991-09-13,54.0,132115.32
1991-09-14,1991-09-14,53.0,129668.73999999999
1991-09-15,1991-09-15,53.0,129668.73999999999
1991-09-16,1991-09-16,50.0,122329.0
1991-09-17,1991-09-17,50.0,122329.0
1991-09-18,1991-09-18,50.0,122329.0
1991-09-19,1991-09-19,49.0,119882.42
1991-09-20,1991-09-20,48.0,117435.84
1991-09-21,1991-09-21,45.0,110096.09999999999
1991-09-22,1991-09-22,45.0,110096.09999999999
1991-09-23,1991-09-23,45.0,110096.09999999999
1991-09-24,1991-09-24,45.0,110096.09999999999
1991-09-25,1991-09-25,44.0,107649.51999999999
1991-09-26,1991-09-26,44.0,107649.51999999999
1991-09-27,1991-09-27,43.0,105202.94
1991-09-28,1991-09-28,43.0,105202.94
1991-09-29,1991-09-29,43.0,105202.94
1991-09-30,1991-09-30,42.0,102756.36
1991-10-01,1991-10-01,41.0,100309.78
1991-10-02,1991-10-02,41.0,100309.78
1991-10-03,1991-10-03,40.0,97863.2
1991-10-04,1991-10-04,39.0,95416.62
1991-10-05,1991-10-05,38.0,92970.04
1991-10-06,1991-10-06,38.0,92970.04
1991-10-07,1991-10-07,38.0,92970.04
1991-10-08,1991-10-08,38.0,92970.04
1991-10-09,1991-10-09,38.0,92970.04
1991-10-10,1991-10-10,37.0,90523.45999999999
1991-10-11,1991-10-11,37.0,90523.45999999999
1991-10-12,1991-10-12,37.0,90523.45999999999
1991-10-13,1991-10-13,36.0,88076.88
1991-10-14,1991-10-14,36.0,88076.88
1991-10-15,1991-10-15,36.0,88076.88
1991-10-16,1991-10-16,36.0,88076.88
1991-10-17,1991-10-17,37.0,90523.45999999999
1991-10-18,1991-10-18,36.0,88076.88
1991-10-19,1991-10-19,36.0,88076.88
1991-10-20,1991-10-20,36.0,88076.88
1991-10-21,1991-10-21,36.0,88076.88
1991-10-22,1991-10-22,35.0,85630.3
1991-10-23,1991-10-23,35.0,85630.3
1991-10-24,1991-10-24,37.0,90523.45999999999
1991-10-25,1991-10-25,37.0,90523.45999999999
1991-10-26,1991-10-26,37.0,90523.45999999999
1991-10-27,1991-10-27,37.0,90523.45999999999
1991-10-28,1991-10-28,37.0,90523.45999999999
1991-10-29,1991-10-29,37.0,90523.45999999999
1991-10-30,1991-10-30,35.0,85630.3
1991-10-31,1991-10-31,37.0,90523.45999999999
1991-11-01,1991-11-01,43.0,105202.94
1991-11-02,1991-11-02,40.0,97863.2
1991-11-03,1991-11-03,38.0,92970.04
1991-11-04,1991-11-04,40.0,97863.2
1991-11-05,1991-11-05,71.0,173707.18
1991-11-06,1991-11-06,78.0,190833.24
1991-11-07,1991-11-07,64.0,156581.12
1991-11-08,1991-11-08,60.0,146794.8
1991-11-09,1991-11-09,67.0,163920.86
1991-11-10,1991-11-10,64.0,156581.12
1991-11-11,1991-11-11,61.0,149241.38
1991-11-12,1991-11-12,96.0,234871.68
1991-11-13,1991-11-13,138.0,337628.04
1991-11-14,1991-11-14,104.0,254444.32
1991-11-15,1991-11-15,78.0,190833.24
1991-11-16,1991-11-16,70.0,171260.6
1991-11-17,1991-11-17,74.0,181046.91999999998
1991-11-18,1991-11-18,76.0,185940.08
1991-11-19,1991-11-19,77.0,188386.66
1991-11-20,1991-11-20,160.0,391452.8
1991-11-21,1991-11-21,130.0,318055.39999999997
1991-11-22,1991-11-22,99.0,242211.41999999998
1991-11-23,1991-11-23,86.0,210405.88
1991-11-24,1991-11-24,79.0,193279.82
1991-11-25,1991-11-25,143.0,349860.94
1991-11-26,1991-11-26,179.0,437937.82
1991-11-27,1991-11-27,143.0,349860.94
1991-11-28,1991-11-28,122.0,298482.76
1991-11-29,1991-11-29,112.0,274016.95999999996
1991-11-30,1991-11-30,99.0,242211.41999999998
1991-12-01,1991-12-01,94.0,229978.52
1991-12-02,1991-12-02,92.0,225085.36
1991-12-03,1991-12-03,86.0,210405.88
1991-12-04,1991-12-04,83.0,203066.13999999998
1991-12-05,1991-12-05,124.0,303375.92
1991-12-06,1991-12-06,270.0,660576.6
1991-12-07,1991-12-07,208.0,508888.64
1991-12-08,1991-12-08,172.0,420811.76
1991-12-09,1991-12-09,155.0,379219.89999999997
1991-12-10,1991-12-10,145.0,354754.1
1991-12-11,1991-12-11,163.0,398792.54
1991-12-12,1991-12-12,158.0,386559.64
1991-12-13,1991-12-13,146.0,357200.68
1991-12-14,1991-12-14,122.0,298482.76
1991-12-15,1991-12-15,116.0,283803.27999999997
1991-12-16,1991-12-16,108.0,264230.64
1991-12-17,1991-12-17,111.0,271570.38
1991-12-18,1991-12-18,112.0,274016.95999999996
1991-12-19,1991-12-19,107.0,261784.06
1991-12-20,1991-12-20,106.0,259337.47999999998
1991-12-21,1991-12-21,101.0,247104.58
1991-12-22,1991-12-22,90.0,220192.19999999998
1991-12-23,1991-12-23,81.0,198172.97999999998
1991-12-24,1991-12-24,79.0,193279.82
1991-12-25,1991-12-25,88.0,215299.03999999998
1991-12-26,1991-12-26,77.0,188386.66
1991-12-27,1991-12-27,69.0,168814.02
1991-12-28,1991-12-28,65.0,159027.69999999998
1991-12-29,1991-12-29,63.0,154134.54
1991-12-30,1991-12-30,62.0,151687.96
1991-12-31,1991-12-31,60.0,146794.8
1992-01-01,1992-01-01,59.0,144348.22
1992-01-02,1992-01-02,59.0,144348.22
1992-01-03,1992-01-03,59.0,144348.22
1992-01-04,1992-01-04,59.0,144348.22
1992-01-05,1992-01-05,56.0,137008.47999999998
1992-01-06,1992-01-06,53.0,129668.73999999999
1992-01-07,1992-01-07,67.0,163920.86
1992-01-08,1992-01-08,126.0,308269.08
1992-01-09,1992-01-09,70.0,171260.6
1992-01-10,1992-01-10,58.0,141901.63999999998
1992-01-11,1992-01-11,56.0,137008.47999999998
1992-01-12,1992-01-12,52.0,127222.16
1992-01-13,1992-01-13,53.0,129668.73999999999
1992-01-14,1992-01-14,53.0,129668.73999999999
1992-01-15,1992-01-15,51.0,124775.58
1992-01-16,1992-01-16,51.0,124775.58
1992-01-17,1992-01-17,51.0,124775.58
1992-01-18,1992-01-18,50.0,122329.0
1992-01-19,1992-01-19,53.0,129668.73999999999
1992-01-20,1992-01-20,49.0,119882.42
1992-01-21,1992-01-21,50.0,122329.0
1992-01-22,1992-01-22,49.0,119882.42
1992-01-23,1992-01-23,54.0,132115.32
1992-01-24,1992-01-24,135.0,330288.3
1992-01-25,1992-01-25,128.0,313162.24
1992-01-26,1992-01-26,117.0,286249.86
1992-01-27,1992-01-27,121.0,296036.18
1992-01-28,1992-01-28,310.0,758439.7999999999
1992-01-29,1992-01-29,416.0,1017777.28
1992-01-30,1992-01-30,384.0,939486.72
1992-01-31,1992-01-31,401.0,981078.58
1992-02-01,1992-02-01,409.0,1000651.22
1992-02-02,1992-02-02,356.0,870982.48
1992-02-03,1992-02-03,310.0,758439.7999999999
1992-02-04,1992-02-04,271.0,663023.1799999999
1992-02-05,1992-02-05,245.0,599412.1
1992-02-06,1992-02-06,221.0,540694.1799999999
1992-02-07,1992-02-07,203.0,496655.74
1992-02-08,1992-02-08,187.0,457510.45999999996
1992-02-09,1992-02-09,175.0,428151.5
1992-02-10,1992-02-10,164.0,401239.12
1992-02-11,1992-02-11,155.0,379219.89999999997
1992-02-12,1992-02-12,149.0,364540.42
1992-02-13,1992-02-13,144.0,352307.52
1992-02-14,1992-02-14,142.0,347414.36
1992-02-15,1992-02-15,147.0,359647.26
1992-02-16,1992-02-16,142.0,347414.36
1992-02-17,1992-02-17,139.0,340074.62
1992-02-18,1992-02-18,142.0,347414.36
1992-02-19,1992-02-19,135.0,330288.3
1992-02-20,1992-02-20,144.0,352307.52
1992-02-21,1992-02-21,140.0,342521.2
1992-02-22,1992-02-22,199.0,486869.42
1992-02-23,1992-02-23,197.0,481976.26
1992-02-24,1992-02-24,206.0,503995.48
1992-02-25,1992-02-25,226.0,552927.08
1992-02-26,1992-02-26,253.0,618984.74
1992-02-27,1992-02-27,255.0,623877.9
1992-02-28,1992-02-28,229.0,560266.82
1992-02-29,1992-02-29,220.0,538247.6
1992-03-01,1992-03-01,220.0,538247.6
1992-03-02,1992-03-02,220.0,538247.6
1992-03-03,1992-03-03,230.0,562713.4
1992-03-04,1992-03-04,235.0,574946.2999999999
1992-03-05,1992-03-05,245.0,599412.1
1992-03-06,1992-03-06,250.0,611645.0
1992-03-07,1992-03-07,240.0,587179.2
1992-03-08,1992-03-08,230.0,562713.4
1992-03-09,1992-03-09,217.0,530907.86
1992-03-10,1992-03-10,214.0,523568.12
1992-03-11,1992-03-11,213.0,521121.54
1992-03-12,1992-03-12,218.0,533354.44
1992-03-13,1992-03-13,236.0,577392.88
1992-03-14,1992-03-14,261.0,638557.38
1992-03-15,1992-03-15,336.0,822050.88
1992-03-16,1992-03-16,397.0,971292.26
1992-03-17,1992-03-17,394.0,963952.52
1992-03-18,1992-03-18,367.0,897894.86
1992-03-19,1992-03-19,339.0,829390.62
1992-03-20,1992-03-20,316.0,773119.28
1992-03-21,1992-03-21,296.0,724187.6799999999
1992-03-22,1992-03-22,277.0,677702.66
1992-03-23,1992-03-23,267.0,653236.86
1992-03-24,1992-03-24,261.0,638557.38
1992-03-25,1992-03-25,259.0,633664.22
1992-03-26,1992-03-26,259.0,633664.22
1992-03-27,1992-03-27,259.0,633664.22
1992-03-28,1992-03-28,255.0,623877.9
1992-03-29,1992-03-29,246.0,601858.6799999999
1992-03-30,1992-03-30,236.0,577392.88
1992-03-31,1992-03-31,232.0,567606.5599999999
1992-04-01,1992-04-01,245.0,599412.1
1992-04-02,1992-04-02,283.0,692382.14
1992-04-03,1992-04-03,359.0,878322.22
1992-04-04,1992-04-04,368.0,900341.44
1992-04-05,1992-04-05,338.0,826944.0399999999
1992-04-06,1992-04-06,307.0,751100.0599999999
1992-04-07,1992-04-07,278.0,680149.24
1992-04-08,1992-04-08,256.0,626324.48
1992-04-09,1992-04-09,245.0,599412.1
1992-04-10,1992-04-10,241.0,589625.78
1992-04-11,1992-04-11,225.0,550480.5
1992-04-12,1992-04-12,215.0,526014.7
1992-04-13,1992-04-13,208.0,508888.64
1992-04-14,1992-04-14,212.0,518674.95999999996
1992-04-15,1992-04-15,220.0,538247.6
1992-04-16,1992-04-16,276.0,675256.08
1992-04-17,1992-04-17,543.0,1328492.94
1992-04-18,1992-04-18,535.0,1308920.3
1992-04-19,1992-04-19,455.0,1113193.9
1992-04-20,1992-04-20,406.0,993311.48
1992-04-21,1992-04-21,367.0,897894.86
1992-04-22,1992-04-22,337.0,824497.46
1992-04-23,1992-04-23,308.0,753546.64
1992-04-24,1992-04-24,285.0,697275.2999999999
1992-04-25,1992-04-25,268.0,655683.44
1992-04-26,1992-04-26,272.0,665469.76
1992-04-27,1992-04-27,334.0,817157.72
1992-04-28,1992-04-28,456.0,1115640.48
1992-04-29,1992-04-29,615.0,1504646.7
1992-04-30,1992-04-30,809.0,1979283.22
1992-05-01,1992-05-01,641.0,1568257.78
1992-05-02,1992-05-02,505.0,1235522.9
1992-05-03,1992-05-03,471.0,1152339.18
1992-05-04,1992-05-04,510.0,1247755.8
1992-05-05,1992-05-05,705.0,1724838.9
1992-05-06,1992-05-06,843.0,2062466.94
1992-05-07,1992-05-07,795.0,1945031.0999999999
1992-05-08,1992-05-08,774.0,1893652.92
1992-05-09,1992-05-09,547.0,1338279.26
1992-05-10,1992-05-10,488.0,1193931.04
1992-05-11,1992-05-11,432.0,1056922.56
1992-05-12,1992-05-12,378.0,924807.24
1992-05-13,1992-05-13,326.0,797585.08
1992-05-14,1992-05-14,343.0,839176.94
1992-05-15,1992-05-15,348.0,851409.84
1992-05-16,1992-05-16,329.0,804924.82
1992-05-17,1992-05-17,331.0,809817.98
1992-05-18,1992-05-18,365.0,893001.7
1992-05-19,1992-05-19,418.0,1022670.44
1992-05-20,1992-05-20,464.0,1135213.1199999999
1992-05-21,1992-05-21,360.0,880768.7999999999
1992-05-22,1992-05-22,323.0,790245.34
1992-05-23,1992-05-23,333.0,814711.14
1992-05-24,1992-05-24,370.0,905234.6
1992-05-25,1992-05-25,457.0,1118087.06
1992-05-26,1992-05-26,407.0,995758.0599999999
1992-05-27,1992-05-27,357.0,873429.0599999999
1992-05-28,1992-05-28,328.0,802478.24
1992-05-29,1992-05-29,310.0,758439.7999999999
1992-05-30,1992-05-30,311.0,760886.38
1992-05-31,1992-05-31,295.0,721741.1
1992-06-01,1992-06-01,325.0,795138.5
1992-06-02,1992-06-02,312.0,763332.96
1992-06-03,1992-06-03,270.0,660576.6
1992-06-04,1992-06-04,256.0,626324.48
1992-06-05,1992-06-05,233.0,570053.14
1992-06-06,1992-06-06,219.0,535801.02
1992-06-07,1992-06-07,218.0,533354.44
1992-06-08,1992-06-08,215.0,526014.7
1992-06-09,1992-06-09,207.0,506442.06
1992-06-10,1992-06-10,206.0,503995.48
1992-06-11,1992-06-11,201.0,491762.57999999996
1992-06-12,1992-06-12,231.0,565159.98
1992-06-13,1992-06-13,214.0,523568.12
1992-06-14,1992-06-14,215.0,526014.7
1992-06-15,1992-06-15,191.0,467296.77999999997
1992-06-16,1992-06-16,200.0,489316.0
1992-06-17,1992-06-17,195.0,477083.1
1992-06-18,1992-06-18,181.0,442830.98
1992-06-19,1992-06-19,175.0,428151.5
1992-06-20,1992-06-20,162.0,396345.95999999996
1992-06-21,1992-06-21,161.0,393899.38
1992-06-22,1992-06-22,143.0,349860.94
1992-06-23,1992-06-23,140.0,342521.2
1992-06-24,1992-06-24,122.0,298482.76
1992-06-25,1992-06-25,116.0,283803.27999999997
1992-06-26,1992-06-26,107.0,261784.06
1992-06-27,1992-06-27,99.0,242211.41999999998
1992-06-28,1992-06-28,103.0,251997.74
1992-06-29,1992-06-29,129.0,315608.82
1992-06-30,1992-06-30,115.0,281356.7
1992-07-01,1992-07-01,103.0,251997.74
1992-07-02,1992-07-02,96.0,234871.68
1992-07-03,1992-07-03,87.0,212852.46
1992-07-04,1992-07-04,85.0,207959.3
1992-07-05,1992-07-05,92.0,225085.36
1992-07-06,1992-07-06,92.0,225085.36
1992-07-07,1992-07-07,80.0,195726.4
1992-07-08,1992-07-08,74.0,181046.91999999998
1992-07-09,1992-07-09,75.0,183493.5
1992-07-10,1992-07-10,79.0,193279.82
1992-07-11,1992-07-11,90.0,220192.19999999998
1992-07-12,1992-07-12,84.0,205512.72
1992-07-13,1992-07-13,77.0,188386.66
1992-07-14,1992-07-14,74.0,181046.91999999998
1992-07-15,1992-07-15,74.0,181046.91999999998
1992-07-16,1992-07-16,72.0,176153.76
1992-07-17,1992-07-17,70.0,171260.6
1992-07-18,1992-07-18,68.0,166367.44
1992-07-19,1992-07-19,66.0,161474.28
1992-07-20,1992-07-20,68.0,166367.44
1992-07-21,1992-07-21,75.0,183493.5
1992-07-22,1992-07-22,69.0,168814.02
1992-07-23,1992-07-23,68.0,166367.44
1992-07-24,1992-07-24,66.0,161474.28
1992-07-25,1992-07-25,62.0,151687.96
1992-07-26,1992-07-26,60.0,146794.8
1992-07-27,1992-07-27,58.0,141901.63999999998
1992-07-28,1992-07-28,56.0,137008.47999999998
1992-07-29,1992-07-29,55.0,134561.9
1992-07-30,1992-07-30,53.0,129668.73999999999
1992-07-31,1992-07-31,52.0,127222.16
1992-08-01,1992-08-01,51.0,124775.58
1992-08-02,1992-08-02,49.0,119882.42
1992-08-03,1992-08-03,48.0,117435.84
1992-08-04,1992-08-04,48.0,117435.84
1992-08-05,1992-08-05,47.0,114989.26
1992-08-06,1992-08-06,47.0,114989.26
1992-08-07,1992-08-07,50.0,122329.0
1992-08-08,1992-08-08,49.0,119882.42
1992-08-09,1992-08-09,47.0,114989.26
1992-08-10,1992-08-10,45.0,110096.09999999999
1992-08-11,1992-08-11,44.0,107649.51999999999
1992-08-12,1992-08-12,43.0,105202.94
1992-08-13,1992-08-13,42.0,102756.36
1992-08-14,1992-08-14,42.0,102756.36
1992-08-15,1992-08-15,41.0,100309.78
1992-08-16,1992-08-16,40.0,97863.2
1992-08-17,1992-08-17,39.0,95416.62
1992-08-18,1992-08-18,39.0,95416.62
1992-08-19,1992-08-19,38.0,92970.04
1992-08-20,1992-08-20,36.0,88076.88
1992-08-21,1992-08-21,36.0,88076.88
1992-08-22,1992-08-22,37.0,90523.45999999999
1992-08-23,1992-08-23,37.0,90523.45999999999
1992-08-24,1992-08-24,37.0,90523.45999999999
1992-08-25,1992-08-25,36.0,88076.88
1992-08-26,1992-08-26,36.0,88076.88
1992-08-27,1992-08-27,36.0,88076.88
1992-08-28,1992-08-28,35.0,85630.3
1992-08-29,1992-08-29,35.0,85630.3
1992-08-30,1992-08-30,34.0,83183.72
1992-08-31,1992-08-31,34.0,83183.72
1992-09-01,1992-09-01,34.0,83183.72
1992-09-02,1992-09-02,32.0,78290.56
1992-09-03,1992-09-03,32.0,78290.56
1992-09-04,1992-09-04,32.0,78290.56
1992-09-05,1992-09-05,32.0,78290.56
1992-09-06,1992-09-06,32.0,78290.56
1992-09-07,1992-09-07,32.0,78290.56
1992-09-08,1992-09-08,34.0,83183.72
1992-09-09,1992-09-09,35.0,85630.3
1992-09-10,1992-09-10,34.0,83183.72
1992-09-11,1992-09-11,33.0,80737.14
1992-09-12,1992-09-12,32.0,78290.56
1992-09-13,1992-09-13,32.0,78290.56
1992-09-14,1992-09-14,32.0,78290.56
1992-09-15,1992-09-15,32.0,78290.56
1992-09-16,1992-09-16,32.0,78290.56
1992-09-17,1992-09-17,32.0,78290.56
1992-09-18,1992-09-18,32.0,78290.56
1992-09-19,1992-09-19,31.0,75843.98
1992-09-20,1992-09-20,31.0,75843.98
1992-09-21,1992-09-21,31.0,75843.98
1992-09-22,1992-09-22,31.0,75843.98
1992-09-23,1992-09-23,32.0,78290.56
1992-09-24,1992-09-24,56.0,137008.47999999998
1992-09-25,1992-09-25,69.0,168814.02
1992-09-26,1992-09-26,55.0,134561.9
1992-09-27,1992-09-27,50.0,122329.0
1992-09-28,1992-09-28,47.0,114989.26
1992-09-29,1992-09-29,45.0,110096.09999999999
1992-09-30,1992-09-30,42.0,102756.36
1992-10-01,1992-10-01,40.0,97863.2
1992-10-02,1992-10-02,38.0,92970.04
1992-10-03,1992-10-03,36.0,88076.88
1992-10-04,1992-10-04,35.0,85630.3
1992-10-05,1992-10-05,34.0,83183.72
1992-10-06,1992-10-06,34.0,83183.72
1992-10-07,1992-10-07,33.0,80737.14
1992-10-08,1992-10-08,33.0,80737.14
1992-10-09,1992-10-09,32.0,78290.56
1992-10-10,1992-10-10,32.0,78290.56
1992-10-11,1992-10-11,31.0,75843.98
1992-10-12,1992-10-12,31.0,75843.98
1992-10-13,1992-10-13,31.0,75843.98
1992-10-14,1992-10-14,31.0,75843.98
1992-10-15,1992-10-15,31.0,75843.98
1992-10-16,1992-10-16,31.0,75843.98
1992-10-17,1992-10-17,31.0,75843.98
1992-10-18,1992-10-18,31.0,75843.98
1992-10-19,1992-10-19,32.0,78290.56
1992-10-20,1992-10-20,35.0,85630.3
1992-10-21,1992-10-21,36.0,88076.88
1992-10-22,1992-10-22,36.0,88076.88
1992-10-23,1992-10-23,36.0,88076.88
1992-10-24,1992-10-24,36.0,88076.88
1992-10-25,1992-10-25,36.0,88076.88
1992-10-26,1992-10-26,36.0,88076.88
1992-10-27,1992-10-27,35.0,85630.3
1992-10-28,1992-10-28,34.0,83183.72
1992-10-29,1992-10-29,34.0,83183.72
1992-10-30,1992-10-30,36.0,88076.88
1992-10-31,1992-10-31,39.0,95416.62
1992-11-01,1992-11-01,52.0,127222.16
1992-11-02,1992-11-02,59.0,144348.22
1992-11-03,1992-11-03,57.0,139455.06
1992-11-04,1992-11-04,55.0,134561.9
1992-11-05,1992-11-05,55.0,134561.9
1992-11-06,1992-11-06,51.0,124775.58
1992-11-07,1992-11-07,62.0,151687.96
1992-11-08,1992-11-08,82.0,200619.56
1992-11-09,1992-11-09,72.0,176153.76
1992-11-10,1992-11-10,63.0,154134.54
1992-11-11,1992-11-11,60.0,146794.8
1992-11-12,1992-11-12,60.0,146794.8
1992-11-13,1992-11-13,61.0,149241.38
1992-11-14,1992-11-14,62.0,151687.96
1992-11-15,1992-11-15,60.0,146794.8
1992-11-16,1992-11-16,58.0,141901.63999999998
1992-11-17,1992-11-17,56.0,137008.47999999998
1992-11-18,1992-11-18,55.0,134561.9
1992-11-19,1992-11-19,55.0,134561.9
1992-11-20,1992-11-20,53.0,129668.73999999999
1992-11-21,1992-11-21,53.0,129668.73999999999
1992-11-22,1992-11-22,51.0,124775.58
1992-11-23,1992-11-23,54.0,132115.32
1992-11-24,1992-11-24,47.0,114989.26
1992-11-25,1992-11-25,50.0,122329.0
1992-11-26,1992-11-26,46.0,112542.68
1992-11-27,1992-11-27,48.0,117435.84
1992-11-28,1992-11-28,47.0,114989.26
1992-11-29,1992-11-29,46.0,112542.68
1992-11-30,1992-11-30,45.0,110096.09999999999
1992-12-01,1992-12-01,45.0,110096.09999999999
1992-12-02,1992-12-02,44.0,107649.51999999999
1992-12-03,1992-12-03,44.0,107649.51999999999
1992-12-04,1992-12-04,38.0,92970.04
1992-12-05,1992-12-05,38.0,92970.04
1992-12-06,1992-12-06,34.0,83183.72
1992-12-07,1992-12-07,36.0,88076.88
1992-12-08,1992-12-08,41.0,100309.78
1992-12-09,1992-12-09,39.0,95416.62
1992-12-10,1992-12-10,42.0,102756.36
1992-12-11,1992-12-11,38.0,92970.04
